[2026/07/19 01:01:00:000   00   17844   04865             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 05:44:57:606   00   17844   04699             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=283b905c511b i
[2026/07/19 05:45:12:848   00   17844   02455             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=36c6b7edde57 i
[2026/07/19 05:45:16:294   00   17844   15605             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1fb8420c7b3f c
[2026/07/19 05:45:21:652   00   17844   18445             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c993ab53c17a i
[2026/07/19 05:45:37:318   00   17844   07110             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 cpu_u
[2026/07/19 05:46:41:318   00   17844   02922             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/syst
[2026/07/19 05:46:45:883   00   17844   18674             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 cpu_u
[2026/07/19 05:46:59:773   00   17844   17908             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=3d5cd0044489 i
[2026/07/19 05:47:13:305   00   17844   06580             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=35495aeec656 i
[2026/07/19 05:47:15:993   00   17844   07015             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=dc23c3ad9d96 i
[2026/07/19 05:47:16:342   00   17844   13255             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=af3e96b2dd47 i
[2026/07/19 05:47:16:556   00   17844   14879             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=18cdcc0de89d i
[2026/07/19 05:47:17:560   00   17844   04637             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=68dda0906577 i
[2026/07/19 05:55:17:560   00   17844   08658             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=19f21c01230c i
[2026/07/19 05:55:17:725   00   17844   18445             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics    
[2026/07/19 05:55:22:173   00   17844   05395             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/auth
[2026/07/19 05:55:34:011   00   17844   15261             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=7185a1c0765e i
[2026/07/19 05:55:34:039   00   17844   12508             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=52171f500671 c
[2026/07/19 05:55:34:141   00   17844   17205             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 cpu_u
[2026/07/19 05:55:34:355   00   17844   08322             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=459cbde69409 c
[2026/07/19 05:55:34:764   00   17844   09551             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b15f6427f314 e
[2026/07/19 05:55:37:404   00   17844   09481             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 06:01:37:404   00   17844   12784             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a97766a719a8 i
[2026/07/19 06:01:37:705   00   17844   03729             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=15c18d524e9c i
[2026/07/19 06:01:37:944   00   17844   01861             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/syst
[2026/07/19 06:01:38:153   00   17844   18558             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=6303ca914b1c  
[2026/07/19 06:01:51:918   00   17844   07902             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=4acd0c0c02d9 i
[2026/07/19 06:01:52:187   00   17844   04011             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/rest
[2026/07/19 06:03:22:187   00   17844   17458             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=434e00cafbea i
[2026/07/19 06:03:33:082   00   17844   07822             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=56% mem_util
[2026/07/19 06:03:33:515   00   17844   16247             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 calle
[2026/07/19 06:03:38:190   00   17844   19722             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=65% extra='c'
[2026/07/19 06:04:41:190   00   17844   18636             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 06:04:41:487   00   17844   10189             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0935435fceab i
[2026/07/19 06:04:54:310   00   17844   04605             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=50c2b6cd10a1 e
[2026/07/19 06:08:51:310   00   17844   08143             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d76b401b3667 e
[2026/07/19 06:08:54:179   00   17844   16447             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=WebServiceHelp
[2026/07/19 06:08:57:821   00   17844   03312             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 calle
[2026/07/19 06:08:59:529   00   17844   18495             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endpo
[2026/07/19 06:09:05:451   00   17844   01903             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b9304c431b32 i
[2026/07/19 06:11:20:451   00   17844   03524             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_u
[2026/07/19 06:11:35:738   00   17844   03008             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/rest
[2026/07/19 06:11:49:696   00   17844   19137             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=3b589369cea8 e
[2026/07/19 06:11:50:057   00   17844   10826             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 call
[2026/07/19 06:11:50:109   00   17844   17862             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 06:11:50:359   00   17844   19302             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 calle
[2026/07/19 06:21:50:359   00   17844   07572             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 06:23:46:359   00   17844   15132             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=3b24444231ab i
[2026/07/19 06:23:48:762   00   17844   12873             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e0124be1c107 i
[2026/07/19 06:23:53:400   00   17844   17973             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ebb61ee8283a i
[2026/07/19 06:24:04:934   00   17844   01594             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e1e556fde92e i
[2026/07/19 06:24:04:986   00   17844   17917             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=33b21b674de8 i
[2026/07/19 06:24:05:338   00   17844   16102             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 06:24:05:607   00   17844   08043             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 06:24:05:900   00   17844   07914             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e5a92baff789 i
[2026/07/19 06:24:06:370   00   17844   17029             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 06:26:56:370   00   17844   10410             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=457815e5d7d8 c
[2026/07/19 06:27:00:112   00   17844   01548             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=5386e26a92db i
[2026/07/19 06:27:13:282   00   17844   18758             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 06:27:17:543   00   17844   10863             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=4cffc653d8bd i
[2026/07/19 06:27:22:162   00   17844   06024             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 06:27:22:383   00   17844   09980             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1      
[2026/07/19 06:27:26:902   00   17844   14374             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | trace_id=9658753ad69e
[2026/07/19 06:27:32:414   00   17844   16939             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=21b6dbaf35de e
[2026/07/19 06:27:47:118   00   17844   04960             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=07c9ea4e2af5 i
[2026/07/19 06:27:47:307   00   17844   14639             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c4846e1d21e1 i
[2026/07/19 06:27:47:460   00   17844   18641             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=dd4996a6bc2b m
[2026/07/19 06:27:47:671   00   17844   17005             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=85dd0c2fa43a m
[2026/07/19 06:27:53:216   00   17844   01139             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ca43a421ac02 c
[2026/07/19 06:27:53:707   00   17844   01202             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 06:27:55:273   00   17844   14691             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a3b11f6c0132 e
[2026/07/19 06:27:58:566   00   17844   02899             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 cpu_util
[2026/07/19 06:30:39:566   00   17844   17474             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d2d11604f4ff i
[2026/07/19 06:30:44:998   00   17844   06331             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=4562d7b6d76d i
[2026/07/19 06:30:55:788   00   17844   09106             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 calle
[2026/07/19 06:30:55:995   00   17844   13504             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 06:31:00:957   00   17844   08466             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=fc2ac98fc83b i
[2026/07/19 06:31:06:096   00   17844   13339             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=6a4b94bad88a i
[2026/07/19 06:31:06:549   00   17844   10722             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=2280f4829129 i
[2026/07/19 06:31:08:804   00   17844   08622             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 cpu_u
[2026/07/19 06:31:10:606   00   17844   03836             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent me
[2026/07/19 06:31:14:831   00   17844   16941             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1      
[2026/07/19 06:31:18:329   00   17844   09588             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=fd87842a08c0 i
[2026/07/19 06:37:18:329   00   17844   11465             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/syst
[2026/07/19 06:37:18:782   00   17844   16028             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics mem
[2026/07/19 06:37:19:259   00   17844   19334             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics mem
[2026/07/19 06:37:34:983   00   17844   03596             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ce03a56a7a80 c
[2026/07/19 06:40:36:983   00   17844   13713             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 06:41:53:983   00   17844   11914             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=eb52484ed3f4 e
[2026/07/19 06:41:54:243   00   17844   19990             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=86d2b3048690 e
